Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Reason
420270,Cosmic_Connection,Cosmic Connection,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420272,aegis_420272,Costume Evil Eyes of False God (Garment),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420274,C_Rose_Wave_BDP,Costume Rose wave (Blonde Pink),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420275,C_Rose_Wave_SV,Costume Rose Wave (Silver),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420277,C_GCM_Hair_BG,Costume Guillotine Cross Short (Light Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420278,C_GCM_Hair_YL,Costume Guillotine Cross Short (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420279,C_GCM_Hair_CB,Costume Guillotine Cross Short (Sakura),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420280,C_GCM_Hair_LB,Costume Guillotine Cross Short (Light Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420281,C_GCM_Hair_LPP,Costume Guillotine Cross Short (Light Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420282,C_GCM_Hair_JBL,Costume Guillotine Cross Short (Jet Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420283,C_GCM_Hair_WH,Costume Guillotine Cross Short (White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420284,C_GCM_Hair_OM,Costume Guillotine Cross Short (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420285,C_MN_Hair_BG,Costume Mechanic Outside Hanebob (Light Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420286,C_MN_Hair_YL,Costume Mechanic Outside Hanebob (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420287,C_MN_Hair_CB,Costume Mechanic Outside Hanebob (Sakura),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420288,C_MN_Hair_LB,Costume Mechanic Outside Hanebob (Light Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420289,C_MN_Hair_LPP,Costume Mechanic Outside Hanebob (Light Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420290,C_MN_Hair_JBL,Costume Mechanic Outside Hanebob (Jet Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420291,C_MN_Hair_WH,Costume Mechanic Outside Hanebob (White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420292,C_MN_Hair_OM,Costume Mechanic Outside Hanebob (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420293,C_RA_Hair_BG,Costume Ranger Half-Up (Light Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420294,C_RA_Hair_YL,Costume Ranger Half-Up (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420295,C_RA_Hair_CB,Costume Ranger Half-Up (Sakura),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420296,C_RA_Hair_LB,Costume Ranger Half-Up (Light Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420297,C_RA_Hair_LPP,Costume Ranger Half-Up (Light Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420298,C_RA_Hair_JBL,Costume Ranger Half-Up (Jet Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420299,C_RA_Hair_WH,Costume Ranger Half-Up (White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420300,C_RA_Hair_OM,Costume Ranger Half-Up (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420302,Sound_of_Catbell,Ring-ging Nyan Catbell,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420305,C_Octopus_Leg_In_Mouth,Costume Mini Tentacle,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420310,Frozen_Flower_US,Plastic Blue Rose,Headgear,110,0,Item ID absent from System/itemInfo_true.lub
420312,Faisca_US,Sparkling Stick,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420313,Pires_US,Mysterious Red Plate,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420316,TwinCannon_LT_TW,Twin Cannon-LT,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420317,C_White_Rabbit_Hair,Costume White Rabbit Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420319,C_Solo_Play_Box2_V,Costume Card Board Box (Lower),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420320,C_Charm_Of_Rough_Wind,Costume Charm of Rough Wind,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420323,CharmOfAnywhere,Charm of Anywhere,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420324,Twin_Canon_BR,Auto Parts - Cannons,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420327,Cat_Ears_Cape_Blue,Nekomimi Cape (Blue),Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420329,Twinhead_DragonScale_US,Twinhead Dragon Scale,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420334,Queen_of_Calamity,Queen of Calamity,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420335,aegis_420335,Costume Guardian of Abyss (Lower),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420336,C_Queen_of_Calamity,Costume Queen of Calamity,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420337,C_Ancient_Rune,Costume Ancient Runes,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420343,Rescue_whistle_LT,Survival Whistle-LT,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420347,C_Undead_Seal_Rose,Costume Jet Black Rose,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420356,Book_Of_Destruction,Book of Destruction,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420357,C_Baby_Seal,Costume Baby Seal,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420360,C_Bell_Cat_Hair,Costume Bell Cat Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420365,aegis_420365,Costume Secret Society Hood (Lower),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420368,Reaper_Of_Tomb,Reaper Of Tomb,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420381,Atque_Poenitentia,Atokwe Poenitentia,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
420389,Model_Kankrai_TH,Kankrai,Headgear,170,0,Item ID absent from System/itemInfo_true.lub
420390,Model_Khon_TH,Khon,Headgear,170,0,Item ID absent from System/itemInfo_true.lub
420391,Model_Kradat_TH,Kradat,Headgear,170,0,Item ID absent from System/itemInfo_true.lub
420393,C_S_Two_Side_Up_BD,Costume Straight two-side up (Blonde),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420394,C_S_Two_Side_Up_BDP,Costume Straight two-side up (Blonde Pink),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420396,C_S_Two_Side_Up_BLP,Costume Straight two-side up (Black Pink),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420397,C_HN_Hair_BG,Costume Hyper Novice Pony (Blue-Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420398,C_HN_Hair_YL,Costume Hyper Novice Pony (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420399,C_HN_Hair_CB,Costume Hyper Novice Pony (Sakura),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420400,C_HN_Hair_LB,Costume Hyper Novice Pony (Light Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420401,C_HN_Hair_LPP,Costume Hyper Novice Pony (Light Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420402,C_HN_Hair_JBL,Costume Hyper Novice Pony (Jet Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420403,C_HN_Hair_WH,Costume Hyper Novice Pony (White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420404,C_HN_Hair_OM,Costume Hyper Novice Pony (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420405,C_RAM_Hair_BG,Costume Ranger Wolf Shorts (Blue-Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420406,C_RAM_Hair_YL,Costume Ranger Wolf Shorts (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420407,C_RAM_Hair_CB,Costume Ranger Wolf Shorts (Sakura),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420408,C_RAM_Hair_LB,Costume Ranger Wolf Shorts (Light Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420409,C_RAM_Hair_LPP,Costume Ranger Wolf Shorts (Light Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420410,C_RAM_Hair_JBL,Costume Ranger Wolf Shorts (Jet Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420411,C_RAM_Hair_WH,Costume Ranger Wolf Shorts (White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420412,C_RAM_Hair_OM,Costume Ranger Wolf Shorts (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420413,C_Wanderer_Curl_BG,Costume Wanderer Curl (Blue-Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420414,C_Wanderer_Curl_YL,Costume Wanderer Curl (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420415,C_Wanderer_Curl_CB,Costume Wanderer Curl (Sakura),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420416,C_Wanderer_Curl_LB,Costume Wanderer Curl (Light Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420417,aegis_420417,Costume Wanderer Curl (Light Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420418,aegis_420418,Costume Wanderer Curl (Jet Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420419,aegis_420419,Costume Wanderer Curl (Snow White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420420,aegis_420420,Costume Wanderer Curl (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420425,Mob_Scarf_LT,Mob Scarf-LT,Headgear,150,0,Item ID absent from System/itemInfo_true.lub
420427,C_Lunatic_Kamakura,Costume Lunatic Kamakura,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420432,C_Baby_Seal2,Costume Baby Seal,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420433,C_Knit_Ribbon_Lowtwin,Costume Braided Twin Ribbons,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420434,C_Knit_Ribbon_Lowtwin_N,Costume Braided Twin Ribbons (No Decoration),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420440,C_Rigel_Hair,Costume Rigel Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420447,aegis_420447,Costume Emerald Rose,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420499,C_CB_Fullb_Twintails,Costume Sakura Twin tails,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420500,C_CB_Fullb_Twosideup,Costume Sakura Two side up,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420501,C_Hot_Spring,Costume Hot Spring,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420524,C_Twin_Milkyway_N,Costume Twin Milkyway (Undecorated),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420525,C_Twin_Milkyway,Costume Twin Milkyway,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420545,C_Vacation_Pope_Hair,Costume Vacation Pope Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420546,C_Miriam_Hair,Costume Miriam Ponytail,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420547,C_Come_On_Soda,Costume Blueberry Popsicle,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420593,C_Halloween_Candy_Hair,Costume Halloween Candy Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420594,C_HalloCandy_Hair_N,Costume Halloween Candy Hair (No Decoration),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420595,C_Medjed_Cloth,Costume Medjed Cloth,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420596,C_Blink_Eyes_Halloween,Costume Blink Eyes Halloween,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420602,C_Red_Bat,Costume Red Bat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420618,C_SS_Recognition,Costume Solid State Recognition,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420647,C_L_Knitting_Wave_BD,Costume Loose Braided Waves (Bronze),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420648,C_L_Knitting_Wave_RBD,Costume Loose Braided Waves (Royal Bronze),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420649,C_L_Knitting_Wave_SV,Costume Loose Braided Waves (Silver),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420650,C_L_Knitting_Wave_RSV,Costume Loose Braided Waves (Royal Silver),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420702,C_Eclipse_Muffler,Costume Eclipse Muffler,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420703,C_Aurelie_Hair,Costume Aurelie Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420726,aegis_420726,Costume Orange Rear Ribbon,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420727,C_Lots_Braided_Hair,Costume Lots Braided Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420728,C_Love_Piece_BL,Costume Heart Chocolate in Mouth,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420729,C_CLB_GAT_bye,Costume Goodbye Five Eagle Brothers,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420730,C_CLB_GAT_go,Costume Let's go Five Eagle Brothers,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420731,C_CLB_GAT_doc,Costume Emergency Communication,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420743,C_Spirit_Cat_TH,Costume Spirit Cat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420747,Wishing_Sky_Lantern_TH,Costume Wishing Sky Lantern,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420750,C_Seyren_Hair,Costume Seyren Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420751,C_Magaleta_Hair,Costume Magaleta Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420774,aegis_420774,Costume Poporin Bubble Pipe,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420775,C_Petal_Twin,Costume Petal Twin,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
420776,C_Petal_Twin_N,Costume Petal Twin (No Decoration),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430001,C_Helm_Of_Ra,Costume Hat of the Sun God,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430002,Rachel_Helmet,Awakened Glacier Helm,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
430025,C_CLB_GAT_BK,Costume Leader of the Galaxy,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430026,C_CLB_GAT_G1,Costume Eagle Ken,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430027,C_CLB_GAT_G2,Costume Condor Joe,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430028,C_CLB_GAT_G3,Costume Swan Jun,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430029,C_CLB_GAT_G4,Costume Swallow Jinpei,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
430030,C_CLB_GAT_G5,Costume Owl,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
440001,C_Wunderkammer,Costume Wunderkammer,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
440004,C_Close_Helmet,Costume Close Helmet,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
440005,C_Diabolus_Helmet,Costume Dark Bacilium,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
440008,C_Master,Costume Master,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
440035,C_Malangmalang,Costume Malangmalang,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
450010,Europa_Robe_J,Europa Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450132,Magical_Cloth,Magical Cloth,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450135,Bloody_Celine_Dress_TW,Bloody Celine's Dress,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450141,Kingly_Armor,Monarch Mail,Armor,130,1,Item ID absent from System/itemInfo_true.lub
450163,White_Lily_Robe_,White Lily Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450165,Striking_Mail,Striking Mail,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450176,Supplement_Part_Wing,Powered Wing,Garments,100,0,Item ID absent from System/itemInfo_true.lub
450180,Cute_Frog_Raincoat,Cute Frog Raincoat,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450181,White_Lily_Robe__,Awakened White Lily Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450188,Cursed_Devils_Mail_A,Awakening Magic Curse Mail,Armor,130,1,Item ID absent from System/itemInfo_true.lub
450189,Oceanus_Blessing,Oceanus Blessing,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450190,Rachel_Robe,Awakened Glacier Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450208,Paracelsus_Coat,Paracelsus Coat,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450209,Imp_Powered_Suit,Imp Powered Suit,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450210,Fluffy_Shark_Pajama,Fluffy Shark Pajama,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450216,Twinhead_dragon_Mail_J,Twinhead Dragon Mail,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450224,Ruler_Robe_J_,Robe of Dominator,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450225,Ruler_Robe_J__,Awakened Ruler's Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450226,Four_of_a_kind,Four of a Kind,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450242,Elemental_Possession,Elemental Possession,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450247,Brilliant,Brillance,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450251,Assault_Suit,Assault Suits,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450252,Death_Bringer,Death Bringer,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450257,Platinum_Arbitrator,Platinum Arbitrator,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450258,Loud_Park,Loud Park,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450263,Lunar_E_Armor_LT,Lunar Eclipse Armor-LT,Armor,190,1,Item ID absent from System/itemInfo_true.lub
450272,B_Celine_D_LT_TW,Celine's Dress-LT,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450286,Robe_of_Devotee_A,Awakened Robe of Worshiper,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450287,Robe_of_Devotee,Robe of Worshiper,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450291,Amazing_Grace,Amazing Grace,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450293,Ceres_Armor_TW_LT,Ceres Leather Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450294,Jupiter_Armor_TW_LT,Jupiter Light Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450295,Apollo_Armor_TW_LT,Apollo Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450296,Mars_Armor_TW_LT,Mars Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450297,Vinus_Armor_TW_LT,Venus Feather Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450298,Vulcan_Armor_TW_LT,Vulcanus Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450299,Temporal_Armor_TW_LT,Exotic Temporal Armor-LT,Armor,190,1,Item ID absent from System/itemInfo_true.lub
450333,Gray_W_Suits_JP,[Not For Sale] Gray Wolf Suit,Armor,200,0,Item ID absent from System/itemInfo_true.lub
450335,Gray_W_Robe_JP,[Not For Sale] Gray Wolf Robe,Armor,200,0,Item ID absent from System/itemInfo_true.lub
450336,Snowflower_Armor_JP,[Not For Sale] Snowflake Mail,Armor,220,0,Item ID absent from System/itemInfo_true.lub
450337,Snowflower_Robe_JP,[Not For Sale] Snowflake Robe,Armor,220,0,Item ID absent from System/itemInfo_true.lub
450338,Screaming_Ghoost_Party,Screaming Ghost Party,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450368,Howling_Tiger_Pajama,Howling Tiger Pajama,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450371,aegis_450371,Ultra Armor,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450372,Vohu_Manah,Vohu Manah,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450373,Soft_Fawn_Robe,Softy Fawn Robe,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450379,Lycanthrope,Lykantropos,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450385,Astraea_Armor_LT,Asteria's Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450386,Bacchus_Armor_LT,Bacchus Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450387,Neptune_Uniform_LT,Neptune Uniform-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450388,Diana_Suits_LT,Diana Suit-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450389,Mercury_Suits_LT,Mercury Suit-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450390,Janus_Armor,Janus Armor,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450391,Janus_Armor_LT,Janus Armor-LT,Armor,150,1,Item ID absent from System/itemInfo_true.lub
450401,Speculation,Speculation,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450402,Costume_Petal_W,Petal Costume (Albino),Armor,200,1,Item ID absent from System/itemInfo_true.lub
450403,Virtuous_Light_US,Virtuous Lightbringer,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450404,Bougainvillea,Bougainvillea,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450410,Hatred_Darkness,Hatred Darkness,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450411,Tirnanog,Tirnanog,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450416,Lycanthrope_US,Lycanthrope Armor,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450417,aegis_450417,Robe of Morpheus's,Armor,130,1,Item ID absent from System/itemInfo_true.lub
450419,World_All,World All,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450420,Radiant_purify,Radiant Purify,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450423,Sheratan,Sheratan,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450425,Striped_Holy_Robe,Striped Holy Robe,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450426,Santa_Suit_US,Santa Suit,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450427,Diabolic_Armor_US,Cursed Diabolical Armor,Armor,100,1,Item ID absent from System/itemInfo_true.lub
450432,Power_Machine_Suit,Power Machine Suit,Armor,200,1,Item ID absent from System/itemInfo_true.lub
450438,Prana_Suit,Prana Suit,Armor,100,1,Item ID absent from System/itemInfo_true.lub
460004,Illusion_Shield_A,Illusion Shield I,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460009,Apocalypse_Of_Destiny,Apocalypse of the Saint,Shields,130,1,Item ID absent from System/itemInfo_true.lub
460010,Witchslayer_Greatshield,Witch Hunt Shield,Shields,130,1,Item ID absent from System/itemInfo_true.lub
460014,Illusion_Shield_B,Illusion Shield II,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460015,Auto_Shield_A,Automatic Shield I,Shields,120,1,Item ID absent from System/itemInfo_true.lub
460016,Auto_Shield_B,Automatic Shield II,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460023,Shield_Of_Phoenix,Shield of Phoenix,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460030,Fake_Alloy_Pot,Bionic Aluminum Planter,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460038,Nob_Lib_Shield,Noble Libra's Shield,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460046,Black_Mithril_Guard,Black Mythril Guard,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460050,Symbol_Of_Eden,Symbol of Eden,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460052,Striking_Armguard,Striking Gauntlet,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460053,Feather_Shield_LT_TW,Feather Shield-LT,Shields,150,1,Item ID absent from System/itemInfo_true.lub
460057,Spenta_Armaiti,Spenta Armaiti,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460066,Fake_Alloy_Pot_LT,Fake Alloy Pot-LT,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460073,aegis_460073,Ultra Shield,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460074,Glacies_Aranea,Gracies Aranea,Shields,100,0,Item ID absent from System/itemInfo_true.lub
460075,Prta_Mil_Shield,Prontera Army Shield,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460077,GEMS_DarkBlood,God-Devouring Demonic Shield,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460078,GEMS_DarkBlood_LT,God-Devouring Demonic Shield-LT,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460079,Mesarthim,Mesarthim,Shields,100,0,Item ID absent from System/itemInfo_true.lub
460083,Forbidden_Grimoire2_TH,Forbidden Grimoire II,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460088,Shingaimutou,Shingaimutou,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460089,Cursed_Prince_Guard,Cursed Prince Guard,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460092,Ancient_Prontera_US,Ancient Prontera Book,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460093,Ninja_Sheild,Hissatsu: Falling Bloom,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460094,Aegis_Illusive_TH,Aegis of the Illusive,Shields,190,1,Item ID absent from System/itemInfo_true.lub
460095,Aegis_Illusive_TH_LT,Aegis of the Illusive-LT,Shields,210,1,Item ID absent from System/itemInfo_true.lub
460096,Hightech_Shield_US,High-tech Shield,Shields,100,1,Item ID absent from System/itemInfo_true.lub
460097,Forbidden_Grimoire2_LT,Forbidden Grimoire II-LT,Shields,210,1,Item ID absent from System/itemInfo_true.lub
470007,Sniping_Shoes_J_,Sniping Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470009,Fluffy_DandeShoes_J_,Fluffy Dandelion Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470026,Pretty_PigShoes_,Cute Little Boar Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470027,Juggernaut,Juggernaut,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
470028,Juggernaut_,Juggernaut,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470031,Discord_Particles_Shoe_,Discord Thoughtform Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470035,Virtue_Particles_Shoes_,Immoral Thoughtform Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470037,Military_Boots_IL_,Illusion Military Boots,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
470046,Kingly_Boots,Monarch Boots,Shoes,130,1,Item ID absent from System/itemInfo_true.lub
470048,Striking_Shoes,Striking Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
