Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Client Display Name,Client Resource Name,NPC Route,Price
420036,C_Fluffy_Semi_Long_LB,Costume Fluffy Semi-Long Hair(Light Blue),Costumes,0,0,의상 폭신폭신 세미 롱(물색),C_Fluffy_Semi_Long_LB,Costume Capsule,100000
420037,C_Fluffy_Semi_Long_CB,Costume Fluffy Semi-Long Hair(Cherry Blossom),Costumes,0,0,의상 폭신폭신 세미 롱(벚꽃),C_Fluffy_Semi_Long_CB,Costume Capsule,100000
420038,C_Fluffy_Semi_Long_YL,Costume Fluffy Semi-Long Hair(Yellow),Costumes,0,0,의상 폭신폭신 세미 롱(노랑),C_Fluffy_Semi_Long_YL,Costume Capsule,100000
420039,C_Fluffy_Semi_Long_BG,Costume Fluffy Semi-Long Hair(Turquoise),Costumes,0,0,의상 폭신폭신 세미 롱(청록),C_Fluffy_Semi_Long_BG,Costume Capsule,100000
420040,C_Fluffy_Semi_Long_JBL,Costume Fluffy Semi-Long Hair(Jet Black),Costumes,0,0,의상 폭신폭신 세미 롱(칠흑),C_Fluffy_Semi_Long_JBL,Costume Capsule,100000
420041,C_Fluffy_Semi_Long_WH,Costume Fluffy Semi-Long Hair(White),Costumes,0,0,의상 폭신폭신 세미 롱(흰색),C_Fluffy_Semi_Long_WH,Costume Capsule,100000
420042,C_Fluffy_Semi_Long_OM,Costume Fluffy Semi-Long Hair(Orange),Costumes,0,0,의상 폭신폭신 세미 롱(주황),C_Fluffy_Semi_Long_OM,Costume Capsule,100000
420043,C_Fluffy_Semi_Long_LPP,Costume Fluffy Semi-Long Hair(Light Purple),Costumes,0,0,의상 폭신폭신 세미 롱(연보라),C_Fluffy_Semi_Long_LPP,Costume Capsule,100000
420044,C_Sailor_Collar_WH,Costume Sailor's White Lapel,Costumes,0,0,의상 수병의 흰색 옷깃,C_Sailor_Collar_WH,Costume Capsule,100000
420046,C_Royal_Mantle,Costume Royal Mantle,Costumes,0,0,의상 로얄 망토,Royal_Mantle,Costume Capsule,100000
420047,C_H_Knight_Cloak,Costume Honorable Knight Cloak,Costumes,0,0,의상 명예로운 기사의 망토,C_H_Knight_Cloak,Costume Capsule,100000
420048,C_White_Corone,Costume White Coronet,Costumes,0,0,의상 화이트 콜로네,C_White_Corone,Costume Capsule,100000
420050,C_Hair_Bun_Wave,Costume Dumbling Wave,Costumes,0,0,의상 경단 웨이브,C_Hair_Bun_Wave,Costume Capsule,100000
420054,C_Smokie_Muffler,Costume Smokie Muffler,Costumes,0,0,의상 스모키 머플러,C_Smokie_Muffler,Costume Capsule,100000
420057,C_AB_Hair_RD,Costume Ponytail Hair(Red),Costumes,0,0,의상 포니테일 헤어(빨강),C_AB_Hair_RD,Costume Capsule,100000
420058,C_AB_Hair_YL,Costume Ponytail Hair (Yellow),Costumes,0,0,의상 포니테일 헤어(노랑),C_AB_Hair_YL,Costume Capsule,100000
420059,C_AB_Hair_BU,Costume Ponytail Hair (Blue),Costumes,0,0,의상 포니테일 헤어(파랑),C_AB_Hair_BU,Costume Capsule,100000
420060,C_AB_Hair_GN,Costume Ponytail Hair (Green),Costumes,0,0,의상 포니테일 헤어(초록),C_AB_Hair_GN,Costume Capsule,100000
420061,C_AB_Hair_PK,Costume Ponytail Hair (Pink),Costumes,0,0,의상 포니테일 헤어(핑크),C_AB_Hair_PK,Costume Capsule,100000
420062,C_AB_Hair_PP,Costume Ponytail Hair (Purple),Costumes,0,0,의상 포니테일 헤어(보라),C_AB_Hair_PP,Costume Capsule,100000
420066,SurviveOrb_K_LT,Survive Orb-LT,Headgear,150,0,서바이벌 오브-LT,서바이벌오브,Equipment Archive > Headgear > Lv 130-159,500000
420067,C_Hopping_Twin_Pigtail,Costume Hopping Twin Pigtail,Costumes,0,0,의상 래빗 리본 트윈테일,C_Hopping_Twin_Pigtail,Costume Capsule,100000
420071,C_Feather_Stola,Costume Feather Stola,Costumes,0,0,의상 패더 스톨라,C_Feather_Stola,Costume Capsule,100000
420072,C_L_Knitting_Low_Twin_W,Costume Lightly Braided Low Twin (White),Costumes,0,0,의상 가볍게 땋은 로우 트윈(흰색),C_L_Knitting_Low_Twin_W,Costume Capsule,100000
420076,Choker_Of_Restriction,Bondage Necklace,Headgear,150,0,속박의 목걸이,Vassalage_Necklace,Equipment Archive > Headgear > Lv 130-159,500000
420077,C_Cat_Footprints,Costume Cat Footprints,Costumes,0,0,의상 고양이 발자국,C_Cat_Footprints,Costume Capsule,100000
420078,C_Ghost_Bat_J,Costume Ghost Bat(Lower),Costumes,0,0,의상 유령 박쥐,C_Ghost_Bat_TW,Costume Capsule,100000
420079,C_Inner_Color_Long,Costume Inner Color Long,Costumes,0,0,의상 이너 칼라 롱,C_Inner_Color_Long,Costume Capsule,100000
420081,C_Carrot_In_Mouth_J,Costume Carrot in Mouth,Costumes,0,0,의상 입에 무는 당근,입에무는홍당무,Costume Capsule,100000
420082,C_WL_Hair_BU,Costume Side Roll Pony,Costumes,0,0,의상 사이드 롤 포니,C_WL_Hair_BU,Costume Capsule,100000
420084,C_Mermaid_Wig_Peach,Costume Mermaid Wig (Peach),Costumes,0,0,의상 머메이드 가발(분홍),C_Mermaid_Wig_Peach,Costume Capsule,100000
420088,C_Heart_Angel_TW,Costume Heart Angel,Costumes,0,0,의상 하트 천사,C_Heart_Angel_TW,Costume Capsule,100000
420092,C_Silky_Long_SV,Costume Silky Long(Silver),Costumes,0,0,의상 실키 롱(실버),C_Silky_Long_SV,Costume Capsule,100000
420095,C_Braid_Half_Up_WH_K,Costume Pigtails Half Up(White),Costumes,0,0,의상 땋은머리 하프 업(흰색),C_Braid_Half_Up_WH,Costume Capsule,100000
420096,C_Braid_Half_Up_OM_K,Costume Pigtails Half Up(Orange),Costumes,0,0,의상 땋은머리 하프 업(주황),C_Braid_Half_Up_OM,Costume Capsule,100000
420097,C_Braid_Half_Up_PP_K,Costume Pigtails Half Up(Purple),Costumes,0,0,의상 땋은머리 하프 업(보라),C_Braid_Half_Up_PP,Costume Capsule,100000
420098,C_Braid_Half_Up_BL_K,Costume Pigtails Half Up(Black),Costumes,0,0,의상 땋은머리 하프 업(검정),C_Braid_Half_Up_BL,Costume Capsule,100000
420099,C_Braid_Half_Up_BU_K,Costume Pigtails Half Up(Blue),Costumes,0,0,의상 땋은머리 하프 업(파랑),C_Braid_Half_Up_BU,Costume Capsule,100000
420100,C_Braid_Half_Up_YL_K,Costume Pigtails Half Up(Yellow),Costumes,0,0,의상 땋은머리 하프 업(노랑),C_Braid_Half_Up_YL,Costume Capsule,100000
420101,C_Braid_Half_Up_RD_K,Costume Pigtails Half Up(Red),Costumes,0,0,의상 땋은머리 하프 업(빨강),C_Braid_Half_Up_RD,Costume Capsule,100000
420102,C_Braid_Half_Up_GN_K,Costume Pigtails Half Up(Green),Costumes,0,0,의상 땋은머리 하프 업(초록),C_Braid_Half_Up_GN,Costume Capsule,100000
420103,C_Charm_Of_Mistic_Froze,Costume Charm of Mystic Frozen,Costumes,0,0,의상 챰 오브 미스틱 프로즌,챰오브미스틱프로즌,Costume Capsule,100000
420104,C_SR_Hair_SV,Costume Wild Long Hair,Costumes,1,0,의상 와일드 롱 헤어,C_SR_Hair_SV,Costume Capsule,100000
420107,C_Twinkle_Twin,Costume Twinkle Twin,Costumes,0,0,의상 트윙클 트윈,C_Twinkle_Twin,Costume Capsule,100000
420108,C_Chocolate_Bomb,Costume Chocolate Bomb,Costumes,1,0,의상 초콜렛 폭탄,초콜렛폭탄,Costume Capsule,100000
420109,C_Charm_Of_Flame_Heart,Costume Charm of Flame Heart,Costumes,1,0,의상 챰 오브 프레임 하트,챰오브프레임하트,Costume Capsule,100000
420113,C_WL_Hair_BL,Costume Side Roll Pony (Black),Costumes,1,0,의상 사이드 롤 포니(블랙),C_WL_Hair_BL,Costume Capsule,100000
420114,C_WL_Hair_GN,Costume Side Roll Pony (Green),Costumes,1,0,의상 사이드 롤 포니(초록),C_WL_Hair_GN,Costume Capsule,100000
420115,C_WL_Hair_OM,Costume Side Roll Pony (Brown),Costumes,1,0,의상 사이드 롤 포니(갈색),C_WL_Hair_OM,Costume Capsule,100000
420116,C_WL_Hair_PK,Costume Side Roll Pony (Pink),Costumes,1,0,의상 사이드 롤 포니(핑크),C_WL_Hair_PK,Costume Capsule,100000
420117,C_WL_Hair_PP,Costume Side Roll Pony (Purple),Costumes,1,0,의상 사이드 롤 포니(보라),C_WL_Hair_PP,Costume Capsule,100000
420118,C_WL_Hair_RD,Costume Side Roll Pony (Red),Costumes,1,0,의상 사이드 롤 포니(빨강),C_WL_Hair_RD,Costume Capsule,100000
420119,C_WL_Hair_WH,Costume Side Roll Pony (White),Costumes,1,0,의상 사이드 롤 포니(흰색),C_WL_Hair_WH,Costume Capsule,100000
420120,C_WL_Hair_YL,Costume Side Roll Pony (Yellow),Costumes,1,0,의상 사이드 롤 포니(노랑),C_WL_Hair_YL,Costume Capsule,100000
420121,C_SR_Hair_BL,Costume Wild Long Hair (Black),Costumes,1,0,의상 와일드 롱 헤어(검정),C_SR_Hair_BL,Costume Capsule,100000
420122,C_SR_Hair_GN,Costume Wild Long Hair (Green),Costumes,1,0,의상 와일드 롱 헤어(초록),C_SR_Hair_GN,Costume Capsule,100000
420123,C_SR_Hair_OM,Costume Wild Long Hair (Brown),Costumes,1,0,의상 와일드 롱 헤어(갈색),C_SR_Hair_OM,Costume Capsule,100000
420124,C_SR_Hair_PK,Costume Wild Long Hair (Pink),Costumes,1,0,의상 와일드 롱 헤어(핑크),C_SR_Hair_PK,Costume Capsule,100000
420125,C_SR_Hair_PP,Costume Wild Long Hair (Purple),Costumes,1,0,의상 와일드 롱 헤어(보라),C_SR_Hair_PP,Costume Capsule,100000
420126,C_SR_Hair_RD,Costume Wild Long Hair (Red),Costumes,1,0,의상 와일드 롱 헤어(빨강),C_SR_Hair_RD,Costume Capsule,100000
420127,C_SR_Hair_WH,Costume Wild Long Hair (White),Costumes,1,0,의상 와일드 롱 헤어(흰색),C_SR_Hair_WH,Costume Capsule,100000
420128,C_SR_Hair_YL,Costume Wild Long Hair (Yellow),Costumes,1,0,의상 와일드 롱 헤어(노랑),C_SR_Hair_YL,Costume Capsule,100000
420133,C_Dreaming_Rose_Long,Costume Dreaming Rose,Costumes,0,0,의상 꿈꾸는 장미롱,C_Dreaming_Rose_Long,Costume Capsule,100000
420140,C_Alpha_Long_Pony,Costume Alpha Long Ponytail,Costumes,0,0,의상 알파 롱 포니,C_Alpha_Long_Pony,Costume Capsule,100000
420150,C_Twinkle_Twin_B,Costume Twinkle Twin (Blue),Costumes,0,0,의상 트윙클 트윈(블루),C_Twinkle_Twin_B,Costume Capsule,100000
420151,C_Cons_Of_Light_Dark_,Costume Master of Light and Darkness (bind),Costumes,0,0,의상 빛과 어둠의 마스터(귀속),C_Cons_Of_Light_Dark,Costume Capsule,100000
420152,C_Cons_Of_Light_Dark,Costume Light and Dark Master,Costumes,0,0,의상 빛과 어둠의 마스터,C_Cons_Of_Light_Dark,Costume Capsule,100000
420156,C_Flower_L_Knitting,Costume Flower Knitting,Costumes,0,0,의상 별무리 꽃의 느슨한 땋은머리,C_Flower_L_Knitting,Costume Capsule,100000
420161,C_Starry_Long_Wave,Costume Starry Long Wave,Costumes,0,0,의상 별하늘 롱 웨이브,C_Starry_Long_Wave,Costume Capsule,100000
420162,C_Starry_Ribbon_Twin,Costume Starry Ribbon Twin Tail,Costumes,0,0,의상 별하늘 리본 트윈테일,C_Starry_Ribbon_Twin,Costume Capsule,100000
420163,C_Protect_Cloth_B,Costume: Protect Cloth,Costumes,0,0,의상 프로텍트 클로스(검정),C_Protect_Cloth_B,Costume Capsule,100000
420165,C_Tent,Costume Tent,Costumes,0,0,의상 텐트,C_Tent,Costume Capsule,100000
420170,C_Silky_Long_BL,Costume Silky Long Hair (Black),Costumes,0,0,의상 실키 롱(블랙),C_Silky_Long_BL,Costume Capsule,100000
420181,C_Eis_Spinne,Costume Eis Spinne,Costumes,0,0,의상 에이스 슈핀네,C_Eis_Spinne,Costume Capsule,100000
420191,C_Snow_Rabbit_Wig,Costume Snow Rabbit Wig,Costumes,0,0,의상 눈토끼 가발,C_Snow_Rabbit_Wig,Costume Capsule,100000
420192,C_Friendly_White_Fox,Costume White Fox Friendly,Costumes,0,0,의상 달라붙는 하얀 여우,C_Friendly_White_Fox,Costume Capsule,100000
420193,C_L_Ribbon_M_BU,Costume Giant Bow Scarf (Blue),Costumes,0,0,의상 커다란 리본 머플러(파랑),C_L_Ribbon_M_BU,Costume Capsule,100000
420197,C_Twinkle_Wave,Costume Twinkle Wave,Costumes,0,0,의상 트윙클 웨이브,C_Twinkle_Wave,Costume Capsule,100000
420201,C_White_Serpent_Hair,Costume White Snake Demon Wig,Costumes,0,0,의상 백사요 가발,White_Serpent_Hair,Costume Capsule,100000
420204,C_VIP_Hair_2023,Costume Yunkea Wig,Costumes,0,0,의상 융케아 가발,VIP_Hair_2023,Costume Capsule,100000
420207,C_Eternal_Rose,Costume Eternal Rose,Costumes,0,0,의상 이터널 로즈,C_Eternal_Rose,Costume Capsule,100000
420208,C_Chocolat_Rabbit_Hair,Costume Chocolate Rabbit Hair,Costumes,0,0,의상 쇼콜라 래빗 헤어,Chocolat_Rabbit_Hair,Costume Capsule,100000
420209,C_Cookie_PinkRibbon,Costume Cookie Ribbon,Costumes,0,0,의상 쿠키 리본,Cookie_PinkRibbon,Costume Capsule,100000
420210,Heart_Ace_Melee,Ace of Hearts in Mouth (Melee Physical),Headgear,150,0,입에 문 하트 에이스(근접물리),Heart_Card_In_Mouth,Equipment Archive > Headgear > Lv 130-159,500000
420211,C_Sleep_RedSheep,Costume Sleep Sheep (Red),Costumes,0,0,의상 양 마릿수 세기(빨강),Sleep_RedSheep,Costume Capsule,100000
420212,C_Guardian_Claus,Costume Protect Cloth (Red),Costumes,0,0,의상 프로텍트 클로스(빨강),Guardian_Claus,Costume Capsule,100000
420213,Spade_Ace_Melee,Ace of Spades in Mouth (Magical),Headgear,150,0,입에 문 스페이드 에이스(마법),Spade_Card_In_Mouth,Equipment Archive > Headgear > Lv 130-159,500000
420219,C_Come_On_Melon,Melon when clothes come,Costumes,0,0,의상 올 때 멜론,C_Come_On_Melon,Costume Capsule,100000
420220,Diamond_Ace_Range,Ace of Diamonds in Mouth (Long Ranged Physical),Headgear,150,0,입에 문 다이아몬드 에이스(원거리물리),Diamond_Ace_Range,Equipment Archive > Headgear > Lv 130-159,500000
420221,C_Skia_Two_Side_Up,Costume Skia Two Side Up,Costumes,0,0,의상 스키아 투사이드 업,C_Skia_Two_Side_Up,Costume Capsule,100000
420224,C_Ocean_Color_Long,Costume Ocean Color Long,Costumes,0,0,의상 오션 컬러 롱,C_Ocean_Color_Long,Costume Capsule,100000
420241,C_Temari_Candy_Hair,Costume Temari Candy Hair,Costumes,0,0,의상 캔디 헤어,C_Temari_Candy_Hair,Costume Capsule,100000
420242,C_Fluttering_Haze,Costume Fluttering Haze,Costumes,0,0,의상 길게 뻗은 안개,C_Fluttering_Haze,Costume Capsule,100000
420264,C_Cat_Straight_Long_WH,Costume White Cat Ear Wig,Costumes,0,0,의상 흰고양이의 스트레이트 롱,C_Cat_Straight_Long_WH,Costume Capsule,100000
420269,Clover_Ace_Defense,Ace of Clovers in Mouth (Defense),Headgear,150,0,입에 문 클로버 에이스(방어),Clover_Ace_Defense,Equipment Archive > Headgear > Lv 130-159,500000
420271,C_Cosmic_Connection,Costume Cosmic Connection,Costumes,0,0,의상 코스믹 커넥션,Cosmic_Connection,Costume Capsule,100000
420273,C_Rose_Wave_BD,Costume Rose wave (Blonde),Costumes,0,0,의상 로즈 웨이브(블론드),C_Rose_Wave_BD,Costume Capsule,100000
420276,C_Rose_Wave_SVB,Costume Rose Wave (Silver Blue),Costumes,0,0,의상 로즈 웨이브(실버블루),C_Rose_Wave_SVB,Costume Capsule,100000
420303,C_Chaos_Emerald,Costume Chaos Emerald,Costumes,0,0,의상 카오스 에메랄드,C_Chaos_Emerald,Costume Capsule,100000
420304,C_NightSkyOfRutie,Costume Night Sky of Lutie,Costumes,0,0,의상 루티에의 밤하늘,NightSkyOfRutie,Costume Capsule,100000
420306,C_Kotatsu,Costume Kotatsu,Costumes,0,0,의상 코타츠,C_Kotatsu,Costume Capsule,100000
420307,C_Meer_Hair,Costume Twin Wave Roll Hair,Costumes,0,0,의상 트윈 웨이브 롤 헤어,C_Meer_Hair,Costume Capsule,100000
420321,C_Neon_Half_Long,Costume Neon Half Long,Costumes,0,0,의상 네온 하프롱,C_Neon_Half_Long,Costume Capsule,100000
420325,C_Chewy_Low_Twin,Costume Chewy Low Twin,Costumes,0,0,의상 츄잉 로우 트윈,C_Chewy_Low_Twin,Costume Capsule,100000
420333,C_Randgris_Hair,Costume Randgris Hair,Costumes,0,0,의상 란드그리스 헤어,C_Randgris_Hair,Costume Capsule,100000
420338,C_CLB_SS_LL,Costume Shiba Says Luke,Costumes,0,0,의상 게으른 고양이 루커,C_CLB_SS_LL,Costume Capsule,100000
420340,C_Kitchen_Car,Costume Kitchen Car,Costumes,0,0,의상 키친 카,C_Kitchen_Car,Costume Capsule,100000
420341,C_Signon_Loop,Costume Signon Loop,Costumes,0,0,의상 시뇽 루프,C_Signon_Loop,Costume Capsule,100000
420344,C_Book_of_Sorcery,Costume Book of Sorcery,Costumes,0,0,의상 북 오브 소서리,Book_of_Sorcery,Costume Capsule,100000
420345,C_Ribbon_Braid_Hair,Costume Ribbon Braid Hair,Costumes,0,0,의상 리본 땋은 머리,C_Ribbon_Braid_Hair,Costume Capsule,100000
420346,C_Angel_Berry_Wig,Costume Angel's Raspberry Wig,Costumes,0,0,의상 천사의 라즈베리 가발,C_Angel_Berry_Wig,Costume Capsule,100000
420349,C_Blue_Sunbed,Costume Blue Sunbed,Costumes,0,0,의상 블루 선베드,C_Blue_Sunbed,Costume Capsule,100000
420350,C_Green_Sunbed,Costume Green Sunbed,Costumes,0,0,의상 그린 선베드,C_Green_Sunbed,Costume Capsule,100000
420351,C_Auspicloud,Costume Auspicious Clouds,Costumes,0,0,의상 상서로운 구름송이,C_Auspicloud,Costume Capsule,100000
420352,C_Pool,Costume Pool,Costumes,0,0,의상 포링풀장,C_Pool,Costume Capsule,100000
420353,C_Cha_Ex_Twin,Costume Charisma Extension Twin,Costumes,0,0,의상 매력적인 트윈 붙임머리,C_Cha_Ex_Twin,Costume Capsule,100000
420354,aegis_420354,Costume Candle Set,Costumes,0,0,의상 촛불 세트,C_Candle_Set,Costume Capsule,100000
420358,C_Experiment_Mind,Costume Experiment Mind,Costumes,0,0,의상 실험 정신,C_Experiment_Mind,Costume Capsule,100000
420359,C_Sound_of_Catbell,Costume Ring-Ring Nyanka Bell,Costumes,0,0,의상 링링 냥커벨,Sound_of_Catbell,Costume Capsule,100000
420366,C_Angel_Berry_Wig_N,Costume Angel's Raspberry Wig (without decoration),Costumes,0,0,의상 화려한 천사 가발,C_Angel_Berry_Wig_N,Costume Capsule,100000
420367,C_Cat_Whisper_Cloth,Costume Whisper Cat Ears Cloth,Costumes,0,0,의상 고양이귀 위스퍼의 천,C_Cat_Whisper_Cloth,Costume Capsule,100000
420376,C_Traditors_Low_Tail,Costume: Traditor's Low Tail,Costumes,0,0,의상 배교자의 로우테일,C_Traditors_Low_Tail,Costume Capsule,100000
420377,C_Braids_Wave,Costume: Braid Wave,Costumes,0,0,의상 브레이즈 웨이브,C_Braids_Wave,Costume Capsule,100000
420382,C_Atque_Poenitentia,Costume Atokwe Poenitentia,Costumes,0,0,의상 드림 캐슬 가디언,Atque_Poenitentia,Costume Capsule,100000
420383,C_Sparkly_Rainbow_Hair,Costume Sparkly Rainbow Hair,Costumes,0,0,의상 반짝반짝 레인보우 헤어,C_Sparkly_Rainbow_Hair,Costume Capsule,100000
420384,C_Commentary_Booth,Costume Commentary Booth,Costumes,0,0,의상 해설 부스,C_Commentary_Booth,Costume Capsule,100000
420385,C_Adventurer_Map,Costume Adventurer's Map,Costumes,0,0,의상 모험가의 지도,C_Adventurer_Map,Costume Capsule,100000
420395,C_S_Two_Side_Up_SV,Costume Straight two-side up (Sliver),Costumes,0,0,의상 스트레이트 투사이드업(실버),C_S_Two_Side_Up_SV,Costume Capsule,100000
420421,C_Cat_Ears_Cape_Blue,Costume Blue Cat Ears Cape,Costumes,0,0,의상 파란 고양이 귀 케이프,Cat_Ears_Cape_Blue,Costume Capsule,100000
420423,C_InkPainting_Day,Costume Ink Painting (Daytime),Costumes,0,0,의상 수묵화(낮),C_InkPainting_Day,Costume Capsule,100000
420424,C_InkPainting_Night,Costume Ink Painting (Night),Costumes,0,0,의상 수묵화(밤),C_InkPainting_Night,Costume Capsule,100000
420426,C_WH_Fox_Hood_Twin_N,Costume White Fox Hood Twin (No Decoration),Costumes,0,0,의상 백여우 후드트윈(장식없음),C_WH_Fox_Hood_Twin_N,Costume Capsule,100000
420429,C_Guide_Of_Dead_Text,Costume Guide's Letter,Costumes,0,0,의상 인도자의 문자,C_Guide_Of_Dead_Text,Costume Capsule,100000
420430,C_Medjed_Text,Costume Guardian's Letter,Costumes,0,0,의상 수호자의 문자,C_Medjed_Text,Costume Capsule,100000
420435,C_Sberry_Donut_In_Mouth,Costume Strawberry Donut in Mouth,Costumes,0,0,의상 입에 문 스트로베리 도넛,C_Sberry_Donut_In_Mouth,Costume Capsule,100000
420439,C_Kitchen_Car2,Costume Food Truck,Costumes,0,0,의상 분식 트럭,C_Kitchen_Car2,Costume Capsule,100000
420448,C_Deep_You_N,Costume Abyssal,Costumes,0,0,의상 심연의 그대(장식없음),C_Deep_You_N,Costume Capsule,100000
420449,C_Deep_You,Costume Abyssal Hair,Costumes,0,0,의상 심연의 그대,C_Deep_You,Costume Capsule,100000
420451,C_CLB_HM_Munch,Costume Successful Munch,Costumes,0,0,의상 성공한 먼치,C_CLB_HM_Munch,Costume Capsule,100000
420511,C_Over_Cloud,Costume Over the Clouds,Costumes,0,0,의상 높은 구름 위,C_Over_Cloud,Costume Capsule,100000
420512,C_Aurora_On_Clouds,Costume Aurora on Clouds,Costumes,0,0,의상 구름 위 오로라,C_Aurora_On_Clouds,Costume Capsule,100000
420514,C_Wonderful_Long_N,Costume Wonderful Long (No Decoration),Costumes,0,0,의상 원더풀 롱(장식없음),C_Wonderful_Long_N,Costume Capsule,100000
420515,C_Wonderful_Long,Costume Wonderful Long,Costumes,0,0,의상 원더풀 롱,C_Wonderful_Long,Costume Capsule,100000
420516,C_Forest_Friends,Costume Forest Friends,Costumes,0,0,의상 숲 속 친구들,C_Forest_Friends,Costume Capsule,100000
420532,C_Immortal_H_Power,Costume Immortal Monarch's Might,Costumes,0,0,의상 불사 군주의 권능,C_Immortal_H_Power,Costume Capsule,100000
420552,C_Divine_Sky_Invite,Costume Divine Invitation,Costumes,0,0,의상 신성한 하늘로의 초대,C_Divine_Sky_Invite,Costume Capsule,100000
420553,C_Snug_Nyar_Hair,Costume Fluffy Nyar Hair,Costumes,0,0,의상 몽글몽글 냐르 헤어,C_Snug_Nyar_Hair,Costume Capsule,100000
420554,C_Waggy_Nyar_Hair,Costume Fluttering Nyar Hair,Costumes,0,0,의상 살랑살랑 냐르 헤어,C_Waggy_Nyar_Hair,Costume Capsule,100000
420570,C_Feather_Hair_TT,Costume Winged Twin Hair,Costumes,0,0,의상 날개달린 트윈헤어,C_Feather_Hair_TT,Costume Capsule,100000
420571,C_Feather_Hair_BD,Costume Feather Blonde Hair,Costumes,0,0,의상 날개달린 브론드헤어,C_Feather_Hair_BD,Costume Capsule,100000
420575,C_N_Piamette_RollHair,Costume Piamette Rollhair,Costumes,0,0,의상 피아멧트 롤 헤어롱,C_N_Piamette_RollHair,Costume Capsule,100000
420576,C_Nightmare_Chain,Costume Nightmare Chain,Costumes,0,0,의상 나이트메어 체인,C_Nightmare_Chain,Costume Capsule,100000
420642,C_OpenAir_Headset_Red,Costume Open Air Headset (Red),Costumes,0,0,의상 오픈 에어 헤드폰(빨강),OpenAir_Headset_Red,Costume Capsule,100000
430005,C_White_Tiger_Glass,Costume White Tiger Glasses,Costumes,0,0,의상 백호 안경,Tiger_Glass,Costume Capsule,100000
430010,C_Yorker_Hood,Costume: Yorker Hood,Costumes,0,0,의상 요르커 두건,C_Yorker_Hood,Costume Capsule,100000
435000,C_Sausage,Costume Sausage Princess,Costumes,0,0,의상 소시지 공주,Sausage,Costume Capsule,100000
436006,C_Ep19_Rgan,Costume Rgan Disguise Tool,Costumes,0,0,의상 르간 변장 도구,C_Ep19_Rgan,Costume Capsule,100000
436007,C_Ep19_Iwin,Costume Irwin Cold Hat,Costumes,0,0,의상 아윈 방한 투구,C_Ep19_Iwin,Costume Capsule,100000
436008,C_HwaHoJumJung,Costume Big Tiger Hat,Costumes,0,0,의상 화호점정,C_HwaHoJumJung,Costume Capsule,100000
436010,C_spiding,Costume Gumming,Costumes,0,0,의상 거밍,C_spiding,Costume Capsule,100000
440000,C_SharkHead,Costume Shark Hat,Costumes,1,0,의상 상어가 나타났다,SharkHead,Costume Capsule,100000
440002,C_Happy_Cat_TW,Costume Happy Cat,Costumes,1,0,의상 행복한 고양이,C_Happy_Cat_TW,Costume Capsule,100000
440010,C_Bear_Head,Costume Teddy Bear Mask,Costumes,0,0,의상 곰 인형 탈,C_Bear_Head,Costume Capsule,100000
440012,C_Dr_Eggman_Mask,Costume Dr. Eggman Mask,Costumes,0,0,의상 Dr. 에그맨 가면,C_Dr_Eggman_Mask,Costume Capsule,100000
440013,C_2024ROS_Hat_1st,Costume ROS Korea 1st Place Hat,Costumes,0,0,의상 ROS 한국 1위 모자,C_2024ROS_Hat_1st,Costume Capsule,100000
440014,C_2024ROS_Hat_2nd,Costume ROS Korea 2nd Place Hat,Costumes,0,0,의상 ROS 한국 2위 모자,C_2024ROS_Hat_2nd,Costume Capsule,100000
440015,C_2024ROS_Hat_3rd,Costume ROS Korea 3rd Place Hat,Costumes,0,0,의상 ROS 한국 3위 모자,C_2024ROS_Hat_3rd,Costume Capsule,100000
440016,C_2024ROS_Hat_4th,Costume ROS Korea Participant Hat,Costumes,0,0,의상 ROS 한국 참가자 모자,C_2024ROS_Hat_4th,Costume Capsule,100000
440017,C_Jormun_Cape,Costume: Jormungandr Church Cape,Costumes,0,0,의상 요르문간드 교단 케이프,C_Jormun_Cape,Costume Capsule,100000
440018,C_Helm_Of_Galaxia,Costume Helm of Galaxia,Costumes,0,0,의상 갈라시아의 투구,C_Helm_Of_Galaxia,Costume Capsule,100000
440019,C_Alecsander,Costume Alexander,Costumes,0,0,의상 알렉샌더,C_Alecsander,Costume Capsule,100000
440020,C_Cassandra,Costume Cassandra,Costumes,0,0,의상 카샌드라,C_Cassandra,Costume Capsule,100000
450127,Auto_Armor_A,Automatic Armor Type A,Armor,160,1,오토매틱 아머 A타입,Auto_Armor_A,Equipment Archive > Armor > Lv 160-199,1000000
450128,Auto_Armor_B,Automatic Armor Type B,Armor,160,1,오토매틱 아머 B타입,Auto_Armor_B,Equipment Archive > Armor > Lv 160-199,1000000
450149,MD_Geffen_Suits,Anti Conjurer Suit,Armor,230,1,안티 컨쥬어 슈츠,MD_Geffen_Robe,Equipment Archive > Armor > Lv 200+,2000000
450150,MD_Geffen_Robe,Magic Protector Robe,Armor,230,1,매직 프로텍터 로브,MD_Geffen_Suits,Equipment Archive > Armor > Lv 200+,2000000
450164,Egirnion_Armor,Aegirnion Armor,Armor,140,1,에기르니안 아머,에길아머,Equipment Archive > Armor > Lv 130-159,500000
450166,Vague_Star_Robe,Faint Star's Robe,Armor,240,1,희미한 별의 로브,Vague_Star_Robe,Equipment Archive > Armor > Lv 200+,2000000
